importance,urgency,subject,message,status
1,0,Re: Exporting Data to a file which can be read from Excel?,message Content Type text plain ISO format Content Tra Name object,reply
1,0,Re: [R] how to reverse a list,I am wondering if there is a quick way to reverse a list Did you try rev Best Peter R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,0,Re: [R] Positioning in xyplot,On Raj wrote Hi See the attached image for what your code produced Not sure if this is what you intended Here s the correct version of I thought I had fixed it but I guess I pasted the wrong thing this fun after moving its if panel number,reply
1,0,Re: [R] how to reverse a list,try this x x a a b b c c d d split x x a b d a b d c c On Shi wrote Hi there I am wondering if there is a quick way to reverse a list like this to a b d c thanks Shi D Research Scientist Did you always know No I did not But I Matrix R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code OH What is the problem you are trying to solve R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
0,0,Stock Quote Notification for Napster,Content Type text plain iso Content Transfer Stock Quote Notification Daily stock quote for Last Price Change Open Day High Week High Volume Previous Close Day Low Week Low You are to Investor e mail as speedy ca To update your e mail and alert please click here To please click here S CA Service provided by Shareholder Content Type text iso Content Transfer Stock Quote Notification Daily stock quote for Last Price Change Open Day High Week High Volume Previous Close Day Low Week Low You are to Investor e mail as speedy ca To update your e mail and alert please click here To please click here S CA Service provided by Shareholder,spam
0,0,Stock Quote Notification for SatCon Technology Corporation,message Content Type text plain iso Content Transfer T Name object,spam
0,0,Stock Quote Notification for NTELOS Holdings Corp.,Content Type text plain iso Content Transfer Corp Stock Quote Notification Daily stock quote for Corp Last Price Change Open Day High Week High Volume Previous Close Day Low Week Low You are to Corp Investor e mail as speedy ca To update your e mail and alert please click here To please click here Corp Spring Service provided by Shareholder Content Type text iso Content Transfer Stock Quote Notification Daily stock quote for Corp Last Price Change Open Day High Week High Volume Previous Close Day Low Week Low You are to Corp Investor e mail as speedy ca To update your e mail and alert please click here To please click here Corp Spring Service provided by Shareholder,spam
0,0,"Stock Quote Notification for Netflix, Inc.",Content Type text plain iso Content Transfer Stock Quote Notification Daily stock quote for Last Price Change Open Day High Week High Volume Previous Close Day Low Week Low You are to Investor e mail as speedy ca To update your e mail and alert please click here To please click here Circle CA Service provided by Shareholder Content Type text iso Content Transfer Stock Quote Notification Daily stock quote for Last Price Change Open Day High Week High Volume Previous Close Day Low Week Low You are to Investor e mail as speedy ca To update your e mail and alert please click here To please click here Circle CA Service provided by Shareholder,spam
1,0,"Re: [R] sem is not ""taking"" the model",Thanks a lot I did not realize one had to hit return after running it or leave an extra empty line below it It works Original Message From Fox To Smith r help math Sent Subject Re R is not taking the model Dear This works find for me It s not possible to know what you did wrong without more information but one guess probably wrong is that you t enter a blank line to exit from specify model which simply scan to read the model library NA NECESSITY NA NECESSITY NA NECESSITY NA FRUGALITY NA FRUGALITY NA FRUGALITY NA TIME NA NA NA NA NA NA NA NA NA NECESSITY NECESSITY NA FRUGALITY FRUGALITY NA TIME TIME NA NECESSITY TIME NA NECESSITY FRUGALITY NA FRUGALITY TIME NA Read On Wed Smith wrote A strange problem with I the library and then I my simple measurement model below I it and ran it It ran but it did NOT tell me read And nothing works after that it like it but it does not produce anything Did I make a mistake somewhere in the model notice TIME only indicator and I fixed s error variance at Thank you NECESSITY NA NECESSITY NA NECESSITY NA NECESSITY NA FRUGALITY NA FRUGALITY NA FRUGALITY NA TIME NA NA NA NA NA NA NA NA NA NECESSITY NECESSITY NA FRUGALITY FRUGALITY NA TIME TIME NA NECESSITY TIME NA NECESSITY FRUGALITY NA FRUGALITY TIME NA Finding fabulous is fun R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code Fox Department of Sociology University Canada ca The fish are biting R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,0,Re: [R] how to reverse a list,thanks split is what I On wrote try this x x a a b b c c d d split x x a b d a b d c c On Shi wrote Hi there I am wondering if there is a quick way to reverse a list like this to a b d c thanks Shi D Research Scientist Did you always know No I did not But I Matrix R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code OH What is the problem you are trying to solve Shi D Research Scientist Did you always know No I did not But I Matrix R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,0,Re: [R] Reasons to Use R,message On wrote So I guess my question is Is there an Name object,reply
1,0,Re: [R] sas.get problem,wrote wrote I believe the format file must have a or file extension not which is a extension I think that s why you re getting the error F or not found Current state of play x I notice that the is drastically different from the We seem to be making some progress even if the data file still not loaded In the get condition I get an error object R not found I hope this is not an object It is You need library in effect before get The system output error will be fixed in an upcoming release of Frank Thanks Run with format library F C Program Error in get library F mem format library F job with status In addition Warning message C Program not found Run with get not loaded Error in get library F mem format library F object R not found Also is the carriage return after C Program in the code below by and pasting into the or is the code that way in your program ca To Sent by r help st at math R R help Subject Re R get problem AM wrote wrote I have all in the directory F two data and a format file form form F is a I am under were with x They convert easily into Example library mem form format library C Program Error message one of several that I have gotten while trying various The directory name or volume label syntax is incorrect Error in get library F mem form format library job with status In addition Warning or not found in get library F mem form format library execution with error code in shell wait TRUE intern output The get function in the library is broken under Change line from status sasin log log file output FALSE to status sasin log log file C Thanks How do I make this change I naively have tried by a list get and copy to editor b reload R without loading c made to get d stuck a get and ran it R the same error I have also corrected the typo in and done some following s Currently I have detach package format library F C Program Error in get library F mem format library F job with status In addition Warning F or not found in get library F mem format library F C Program not found I really don t see why the does not work unless an early error is falling through Thanks for all the help R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code Frank E Professor and Chair School of Medicine Department of Biostatistics University R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
0,0,svn commit: samba r22179 - in branches/SAMBA_4_0/services: .,Author Date Wed New Revision samba bin view rev root samba rev Log Store resource id along with the object itself to be able to return it as number type This a small problem with resource set method id of type number whereas find method was id of type string rev rev Save the resource and its type r resource resource r type type r id this id Add this resource to the list this this id r if r type type this is the one they want return return r id,commit
0,0,Re: Looking for someone to repro BUG 4503,Content Type text plain iso Content Disposition Content Transfer printable On Wed at Jerry Carter wrote BEGIN MESSAGE Hash Can anyone this Unable to join domain after upgrade to samba id Note that the report is security domain and not security I can try by the end of this week Samba Team member samba Content Type application signature name signature Content Description Digital signature Content Disposition BEGIN SIGNATURE Version GNU END SIGNATURE,no context
1,0,Re: [R] User defined grid on map,On wrote This may be a trivial question for some of you Is there a way to add defined grid sizes on specific of a map I want to add to all coastal alameda contra costa napa orange riverside san san san san san san obispo san trinity The package a map grid function but that only you to specify latitude and longitude based I don t think it would be too difficult to roll your own standard trigonometry if you t too worried about the non sphericity of the earth Otherwise I guess there would be something out there to provide you with some conversion between lat long and distance from a fixed point Ray R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,0,Re: [R] Kmeans cluster analysis,message An idea for an interactive approach is to crea Name object,reply
1,0,"Re: [R] help with lmer,",Thanks Any on how should I go about this then I am trying to treat the three as a random effect in order to determine if the main effect In Out significantly my dependent variable nor tot after the variance by the is for Any would be immensely wrote On wrote Hi R New to R and I am trying to run a with random effects I have Replicate of of nor tot before and after an experiment In Out When I run I get the error of each below nor tot In Out In Out Replicate data coho family power link power Generalized linear mixed model fit Formula nor tot In Out In Out Replicate Data coho Family mu link Random effects Name Variance Dev Replicate Intercept In Out Residual number of Replicate According to this summary you have distinct and you are trying to use those three to estimate variance covariance It won t work Notice that the correlation is Your variance covariance matrix is singular Fixed effects Estimate Error t value Intercept In Out Correlation of Fixed Effects In Out There were use to see them Warning variance covariance for factor Replicate is singular in x value returned message false convergence in x value I have made sure I have the latest version any help would be much Ecology Research Group R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,0,Re: [R] Reasons to Use R,On Wed Alan wrote I have thought for a long time that a facility for efficient might be a valuable enhancement to S R The storage of the object would be handled by a and there would have to be an efficient interface for a row or small chunk of out of the repeatedly alternatively the could be inside the Basic of calculation and cumulation such as forming a column sum or a sum of outer would be written in an R like syntax and into an efficient set of that work through the Would be happy to share some on this However the main answer to problem in the R world to have been s Law Perhaps somebody could tell us more about the S Plus large library or the work that is doing on efficient with large I have been to find how much you can get done in only transferring of the data into R There is soon going to be an experimental package that works with survey data in a without transferring the whole thing into R for most and I could get further if had the log and that most other for large provide I be a paper on this to The approach of transferring of data into R and a just as backing store will allow more general computation but will be less efficient than the computation in the so a mixture of both is likely to be helpful s Law will settle some but there are where it is working to increase the size of just as fast as it computational power Professor Biostatistics u University of R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,1,[R] Calling LAPACK functions directly from R,I am interested in tapping into functionality directly from R R for I was able to do so ala load bin is loaded TRUE N,need help
1,0,"Re: [R] help with lmer,",On wrote Hi R New to R and I am trying to run a with random effects I have Replicate of of nor tot before and after an experiment In Out When I run I get the error of each below nor tot In Out In Out Replicate data coho family power link power Generalized linear mixed model fit Formula nor tot In Out In Out Replicate Data coho Family mu link Random effects Name Variance Dev Replicate Intercept In Out Residual number of Replicate According to this summary you have distinct and you are trying to use those three to estimate variance covariance It won t work Notice that the correlation is Your variance covariance matrix is singular Fixed effects Estimate Error t value Intercept In Out Correlation of Fixed Effects In Out There were use to see them Warning variance covariance for factor Replicate is singular in x value returned message false convergence in x value I have made sure I have the latest version any help would be much Ecology Research Group R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
0,0,Can mysql-nonfree be resurrected?,message Hi Sorry if this is a dup I tried to post this Name object,reply
0,0,Build status as of Thu Apr 12 00:00:02 2007,build samba home build master cache old home build master cache Build status as of Wed Build status as of Build Tree Total Broken Panic SOC lorikeet lorikeet samba samba samba build build,spam
1,0,Re: [R] sas.get problem,Frank E wrote wrote wrote I believe the format file must have a or file extension not which is a extension I think that s why you re getting the error F or not found Current state of play x I notice that the is drastically different from the We seem to be making some progress even if the data file still not loaded In the get condition I get an error object R not found I hope this is not an object It is You need library in effect before get The system output error will be fixed in an upcoming release of Frank Just as I feared Oh well I can still do the R routine or use Marc s to export a file Thanks for the confirmation I strongly suspected that R was Thanks Run with format library F C Program Error in get library F mem format library F job with status In addition Warning message C Program not found Run with get not loaded Error in get library F mem format library F object R not found Also is the carriage return after C Program in the code below by and pasting into the or is the code that way in your program ca To Sent by r help st at math R R help Subject Re R get problem AM wrote wrote I have all in the directory F two data and a format file form form F is a I am under were with x They convert easily into Example library mem form format library C Program Error message one of several that I have gotten while trying various The directory name or volume label syntax is incorrect Error in get library F mem form format library job with status In addition Warning or not found in get library F mem form format library execution with error code in shell wait TRUE intern output The get function in the library is broken under Change line from status sasin log log file output FALSE to status sasin log log file C Thanks How do I make this change I naively have tried by a list get and copy to editor b reload R without loading c made to get d stuck a get and ran it message truncated R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
1,0,"Re: debian etch netinstall 32 bit iso like is already provided for 	sarge release",Yes hopefully and will be available soon But will the now on not sure how much work will actually get done S On Wed at Nick wrote Hi Will there be a for etch with and kernel as there is one for as I am going to have to reinstall on my system and would like to wait tell the etch is rather then and then to etch list ca speech ca mailman nu list ca speech ca mailman,reply
1,0,Re: [R] how to reverse a list,Shi I forgot to add my bad solution here There is a helper function in that does this function lens length rep lens unlist split seth Seth Falcon Computational Biology Cancer Research Center R help math list mailman r help PLEASE do read the posting guide R project posting guide and provide minimal self reproducible code,reply
0,0,[perl #42337] [PATCH]:  Configure.pl:  Refactor list of steps into Parrot::Configure::Step::List ,message Applied to trunk in Also in applied some small Name object,commit
0,0,"svn commit: samba r22180 - in 	branches/SAMBA_4_0/source/script/tests: .",Author Date New Revision samba bin view rev root samba rev Log Re add testing of the Added source script sh source script sh Added source script sh source script sh rev source script sh rev bin sh this the file serving that are to pass with the current via the proxy sh raw bin list RAW base bin list BASE base raw for t in do if z start a start t then continue fi start t bin SERVER U PASSWORD t done Property on source script sh Name executable source script sh source script sh rev source script sh rev script sh script sh script sh script sh script sh script sh script sh PREFIX,commit
0,0,[perl #42337] [PATCH]:  Configure.pl:  Refactor list of steps into Parrot::Configure::Step::List ,applied ticket,commit
0,0,Rev 98: merge from ronnie in http://samba.org/~tridge/ctdb,revision id samba parent samba parent committer branch nick message merge from direct c c direct c c c c parent committer branch nick message add an example on how to read a message from the domain socket parent committer branch nick message do an infinite loop calling in the parent process instead of since the latter will return and thus take down the daemon parent committer branch nick message add a test message to the test so we can see that the message data is also from originator to receiver parent parent samba committer branch nick message merge from ridge and file direct c a direct c b direct c start the protocol running ret while shut it down return file direct c a direct c b direct c write r data write data if data write data data write data data void tot read the of length for the tot while tot read char tot if length read the rest of the tot length while tot read char tot if got a message s n data main char message wait for the message to come back wait for the message to come back i e the one we just sent to ourself return file c a c b c static void data void private client d received a message to d n client d received a message to d s n data char NULL char wait until all are connected should not be outside of test code data NULL data NULL sleep sleep sending message from d to d d n for i i,commit
1,1,thinkpad 600e and lucent wavelan pcmcia,Hi I m trying to install on an old by way of the testing but I don t have an and I m no luck with this wireless one a lucent card that works fine on my also running The the card and the network evidence in output but to get a lease The LED on the lucent up but t blink as much as it does with my I believe they re both and the same version of Any of where to next To to REQUEST with a subject of Trouble Contact,need help
1,0,"Re: linux, windows and vmware",message should have no problem running in your Name object,reply
1,0,"Re: linux, windows and vmware",also a file capability never used it but I know it you to install the package on the guest operating On Wed at wrote BEGIN MESSAGE Hash with as the host works rather well Serial just work since t taking them as under The disadvantage is that is very unstable to the point of needing to be every of days If you run under and emulate the at least for me was sort of slow Also between the two operating will be an issue either way Samba can help with that or file on the side BEGIN SIGNATURE Version END SIGNATURE list ca speech ca mailman In Doctor mode I spent a good ten telling what I thought of it The response was Perhaps you could try to be less abusive Welsh list ca speech ca mailman,reply
0,0,Rev 99: merge from vl in http://samba.org/~tridge/ctdb,revision id samba parent samba parent samba committer branch nick message merge from direct c c include h h include h h c c c c c c samba parent samba committer branch nick Wed message Rename private to samba parent samba parent samba committer branch nick Wed message Merge s tree samba parent samba committer branch nick Wed message Add a test to read back the message too large for the limit is,commit
1,0,"Re: linux, windows and vmware",Unfortunately I don t have a physical serial port Is there any hope for me Thanks Original Message From Snow To is a screen review system for Sent Subject Re and also a file capability never used it but I know it you to install the package on the guest operating On Wed at wrote BEGIN MESSAGE Hash with as the host works rather well Serial just work since t taking them as under The disadvantage is that is very unstable to the point of needing to be every of days If you run under and emulate the at least for me was sort of slow Also between the two operating will be an issue either way Samba can help with that or file on the side BEGIN SIGNATURE Version END SIGNATURE list ca speech ca mailman In Doctor mode I spent a good ten telling what I thought of it The response was Perhaps you could try to be less abusive Welsh list ca speech ca mailman list ca speech ca mailman,reply
0,0,Logo trademark license vs. copyright license,I m sorry I t paying attention in and t see that page Look we know what we want to do License the copyright freely as usual Restrict the with traditional only it may not be used for deliberate off but may be used in any other way So crap like dilution and defamation we do want to give permission to do Provide a model license for to use Consensus is that traditional are entirely compatible with free as they are entirely a matter of honesty Name change and attribution which we allow routinely are more restrictive than the basic If we explicitly permit the Open Use to be used to identify oh say Red Hat or we are being And frankly some of the might do exactly that waive entirely The license unfortunately does not specify that it is a copyright license We should set a good example and that retaining the which make sense for free and of the rest I think we actually have a strong case for a new license I made some on the page Thinking further I would propose this though I don t like it perfectly it s unclear thanks to being generic unlike the on the page I really think we need a lawyer but the trouble is we re charting uncharted here so they probably don t know any more than we do s Model Free License The work X is a by Y Z The holder hereby permission to any person to use the and derivative in any way except one you may not use it to falsely represent something else as being the thing by the This permission should be broadly any use which is not clearly deceptive is permitted The work is also subject to copyright and is licensed under the copyright license below but that is not a license and should not be as one Potential usage follow These are paragraph one with the other two identical to the above Open Use The work the Open Use is a by on behalf of the Project the Project and the It in any and all works based on compatibility with criticism of comparison of other with Official Use The work the Official Use is a by on behalf of the Project endorsement by the Project For informational the endorsement of the Project to all unmodified of the official the and possibly other the word The word is a by on behalf of the Project the Project and the It in any and all works based on slightly of criticism of comparison of other with In this case paragraph would be since the word t covered by copyright the way they seem to be it lately The work known as the is a by the Foundation a build of the browser made by by the Foundation from source code by the Foundation the way it should have been The work known as the is a by the Foundation the for the web browser and any work closely based on it welcome Also please feel free to forward this to anyone who s doing something about the Insert famous quote here To to legal REQUEST with a subject of Trouble Contact,spam
0,0,"svn commit: samba r22181 - in branches: SAMBA_3_0/source/lib 	SAMBA_3_0_25/source/lib",message Author Date New Revision samba bin view rev Name object,commit
1,0,Re: inappropriate use of Debian Official Use Logo,Ray wrote Please can someone explain to me how this use of the official t satisfy the It to be used to promote of official which are clearly which are official Is the complaint that the is positioned in a way by the menu rather than right next to the relevant product or that the t really official or something else The current Official Use license is quite unfree it in part This may only be used if official approval is given by for its use in this purpose Which pretty much it Now whether that s a reasonable license is another matter Read it and weep news To to legal REQUEST with a subject of Trouble Contact,reply
1,0,"Re: linux, windows and vmware",It s not very difficult to get working I just did an install a short while ago Install the free server then install a client and the management tool They are all by script This is a bit of a bear to get working on though for this you need to set up a fake system v tree or the setup won t run totally lame install script install pam because it and slack t have it and I had to change one of the related to pam but oh well it s slack I still love my slack One thing I to mention though I used to run the old on and install on it worked excellent performance was good even with only ram in the system However this time I used the new free server and client setup on and put on the it was horribly slow it was not usable for my needs I really don t know if it s because is on instead of on or if the new free product just t perform as well as did I just to ram so I try again and see if it better The audio support is horrible on server client in fact its not really and there is only ONE audio driver hopefully it works for you on my system it works sort of sometimes I get in audio If I m not mistaken I think the server audio over a local network to client and it s not doing that very well If you re going to play with and set aside lots of time for it and expect that you will do some head scratching It s not difficult but some are strange like it that emulate IDE and there are many different ways to configure The excellent way is setting it up so that you can either boot directly into each operating system or run inside a There is a way to install it this way by giving the access to the entire disk There are on the site on how to do this This way you have the convenience of booting the guest OS in a window or if you need better performance or true hardware boot directly into the guest OS without the I done it before and it worked very well I may actually buy a version of because I like it much better It is one of than I believe is worth the money list ca speech ca mailman,reply
1,0,Re: thinkpad 600e and lucent wavelan pcmcia,On Wed at wrote Hi I m trying to install on an old by way of the testing but I don t have an and I m no luck with this wireless one a lucent card that Strangely I had no trouble with my gold classic on my I have read though that sometimes the hardware setup with the works fine on my also running The the card and the network evidence in output but to get a lease The LED on the lucent up but t blink as much as it does with my I This could be an conflict with one of the built in believe they re both and the same version of Any of where to next I had long term now with the serial port Since I don t run at all I t use the so I ended up the dos version of s and them on a dos floppy with This is important because some can only be set up in the bios with s utility No amount of bit twiddling by can make some work You can search for serial or other and you get many web that describe how to deal with the hardware But start with net and peruse the Some internal not only need to be but also powered up and some default conflict with some Even after I had booted the with the dos floppy with the on it it was not obvious what to do That is a utility where you need to type long with all the right for anything to happen In any case I would check your set up for the on board and if disable at least temporarily what you don t need to use ie port serial port Ah yes disable quick boot in the bios Is the device trying to grab I vaguely remember that being used by the A To to REQUEST with a subject of Trouble Contact,reply
